,id,l1,l2,l3,rooms,bedrooms,bathrooms,surface_total,surface_covered,price
7369,7369,Argentina,Capital Federal,Villa Urquiza,2.0,1.0,1.0,44.0,40.0,115000
7370,7370,Argentina,Capital Federal,Villa Urquiza,2.0,1.0,1.0,53.0,37.0,115000
7371,7371,Argentina,Capital Federal,Villa Urquiza,2.0,1.0,1.0,60.0,51.0,139900
7372,7372,Argentina,Capital Federal,Villa Urquiza,2.0,1.0,1.0,48.0,44.0,140000
7373,7373,Argentina,Capital Federal,Villa Santa Rita,2.0,1.0,1.0,54.0,50.0,89000
7374,7374,Argentina,Capital Federal,Villa Pueyrredón,2.0,1.0,1.0,32.0,31.0,79900
7375,7375,Argentina,Capital Federal,Villa General Mitre,2.0,1.0,1.0,50.0,47.0,150000
7376,7376,Argentina,Capital Federal,Boedo,3.0,2.0,1.0,133.0,80.0,239900
7377,7377,Argentina,Capital Federal,Retiro,4.0,3.0,1.0,100.0,89.0,257000
7378,7378,Argentina,Capital Federal,Flores,3.0,2.0,2.0,,,180000
7379,7379,Argentina,Capital Federal,Almagro,3.0,2.0,1.0,95.0,63.0,198000
7380,7380,Argentina,Capital Federal,Almagro,3.0,2.0,1.0,76.0,76.0,165000
7381,7381,Argentina,Capital Federal,Almagro,3.0,2.0,1.0,60.0,55.0,135000
7382,7382,Argentina,Capital Federal,Almagro,3.0,2.0,1.0,,70.0,133000
7383,7383,Argentina,Capital Federal,Palermo,3.0,2.0,1.0,70.0,65.0,295000
7384,7384,Argentina,Capital Federal,Palermo,3.0,2.0,1.0,72.0,64.0,230000
7385,7385,Argentina,Capital Federal,Palermo,3.0,3.0,1.0,93.0,93.0,310000
7386,7386,Argentina,Capital Federal,Palermo,3.0,2.0,1.0,83.0,83.0,348000
7387,7387,Argentina,Capital Federal,Belgrano,3.0,2.0,2.0,85.0,77.0,258000
7388,7388,Argentina,Capital Federal,Nuñez,3.0,2.0,2.0,,70.0,275000
7389,7389,Argentina,Capital Federal,Villa Urquiza,2.0,1.0,1.0,50.0,47.0,118000
7390,7390,Argentina,Capital Federal,Palermo,4.0,3.0,3.0,250.0,,1195000
7391,7391,Argentina,Capital Federal,Palermo,4.0,4.0,2.0,135.0,122.0,490000
7392,7392,Argentina,Capital Federal,Caballito,4.0,3.0,1.0,86.0,55.0,150000
7393,7393,Argentina,Capital Federal,Colegiales,4.0,4.0,3.0,165.0,110.0,510000
7394,7394,Argentina,Capital Federal,Barrio Norte,4.0,3.0,1.0,100.0,100.0,269999
7395,7395,Argentina,Capital Federal,Barrio Norte,4.0,3.0,1.0,128.0,,280000
7396,7396,Argentina,Capital Federal,Barrio Norte,4.0,3.0,2.0,95.0,76.0,248000
7397,7397,Argentina,Capital Federal,Villa Crespo,4.0,3.0,2.0,115.0,115.0,310184
7398,7398,Argentina,Capital Federal,Villa del Parque,4.0,3.0,2.0,,77.0,215000
7399,7399,Argentina,Capital Federal,Palermo,5.0,6.0,3.0,219.0,196.0,1175000
7400,7400,Argentina,Capital Federal,Belgrano,5.0,4.0,4.0,422.0,309.0,2300000
7401,7401,Argentina,Capital Federal,Belgrano,5.0,4.0,6.0,200.0,200.0,750000
7402,7402,Argentina,Capital Federal,Belgrano,5.0,3.0,2.0,119.0,108.0,250000
7403,7403,Argentina,Capital Federal,Recoleta,5.0,4.0,3.0,219.0,193.0,890000
7404,7404,Argentina,Capital Federal,Recoleta,5.0,6.0,3.0,178.0,178.0,670000
7405,7405,Argentina,Capital Federal,Recoleta,5.0,4.0,2.0,250.0,250.0,695000
7406,7406,Argentina,Capital Federal,Barrio Norte,5.0,3.0,2.0,171.0,150.0,280000
7407,7407,Argentina,Capital Federal,Barrio Norte,5.0,3.0,2.0,105.0,105.0,248000
7408,7408,Argentina,Capital Federal,Puerto Madero,5.0,6.0,3.0,317.0,225.0,1600000
7409,7409,Argentina,Capital Federal,Recoleta,6.0,6.0,4.0,188.0,182.0,580000
7410,7410,Argentina,Capital Federal,Belgrano,7.0,5.0,6.0,590.0,490.0,1900000
7411,7411,Argentina,Capital Federal,Caballito,4.0,3.0,4.0,240.0,240.0,930000
7412,7412,Argentina,Capital Federal,Recoleta,4.0,4.0,3.0,100.0,100.0,390000
7413,7413,Argentina,Capital Federal,Recoleta,4.0,3.0,2.0,85.0,85.0,300000
7414,7414,Argentina,Capital Federal,Recoleta,4.0,3.0,2.0,144.0,144.0,448000
7415,7415,Argentina,Capital Federal,Palermo,4.0,3.0,2.0,165.0,165.0,965000
7416,7416,Argentina,Capital Federal,Belgrano,4.0,3.0,2.0,,72.0,199000
7417,7417,Argentina,Capital Federal,Belgrano,4.0,6.0,3.0,186.0,159.0,1225000
7418,7418,Argentina,Capital Federal,Belgrano,4.0,4.0,2.0,180.0,170.0,890000
7419,7419,Argentina,Capital Federal,Belgrano,4.0,3.0,6.0,200.0,200.0,750000
7420,7420,Argentina,Capital Federal,Belgrano,4.0,4.0,2.0,180.0,170.0,890000
7421,7421,Argentina,Capital Federal,Belgrano,4.0,3.0,2.0,112.0,112.0,590000
7422,7422,Argentina,Capital Federal,Belgrano,4.0,3.0,2.0,107.0,93.0,251834
7423,7423,Argentina,Capital Federal,Belgrano,4.0,2.0,1.0,120.0,100.0,375000
7424,7424,Argentina,Capital Federal,Palermo,4.0,3.0,3.0,360.0,180.0,459000
7425,7425,Argentina,Capital Federal,Belgrano,4.0,3.0,2.0,60.0,56.0,190000
7426,7426,Argentina,Capital Federal,Belgrano,4.0,3.0,3.0,175.0,165.0,635000
7427,7427,Argentina,Capital Federal,Belgrano,4.0,4.0,4.0,210.0,180.0,650000
7428,7428,Argentina,Capital Federal,Congreso,4.0,3.0,2.0,154.0,154.0,235000
7429,7429,Argentina,Capital Federal,Recoleta,4.0,3.0,2.0,135.0,,370000
7430,7430,Argentina,Capital Federal,Recoleta,4.0,4.0,2.0,170.0,170.0,617000
7431,7431,Argentina,Capital Federal,Recoleta,4.0,3.0,2.0,170.0,170.0,830000
7432,7432,Argentina,Capital Federal,Recoleta,4.0,2.0,2.0,140.0,130.0,465000
7433,7433,Argentina,Capital Federal,Recoleta,4.0,2.0,2.0,80.0,80.0,235000
7434,7434,Argentina,Capital Federal,Recoleta,4.0,3.0,2.0,118.0,108.0,260000
7435,7435,Argentina,Capital Federal,Belgrano,4.0,3.0,3.0,149.0,134.0,599000
7436,7436,Argentina,Capital Federal,Puerto Madero,2.0,2.0,1.0,88.0,82.0,400000
7437,7437,Argentina,Capital Federal,Nuñez,3.0,2.0,2.0,120.0,100.0,780000
7438,7438,Argentina,Capital Federal,Villa Crespo,2.0,1.0,1.0,52.0,50.0,140000
7439,7439,Argentina,Capital Federal,San Telmo,1.0,1.0,1.0,30.0,27.0,69000
7440,7440,Argentina,Capital Federal,Barrio Norte,1.0,1.0,1.0,45.0,40.0,235000
7441,7441,Argentina,Capital Federal,Barrio Norte,1.0,,1.0,32.0,30.0,95000
7442,7442,Argentina,Capital Federal,Villa Crespo,1.0,1.0,1.0,42.0,42.0,73940
7443,7443,Argentina,Capital Federal,Villa Crespo,1.0,,1.0,36.0,32.0,95000
7444,7444,Argentina,Capital Federal,Villa Crespo,1.0,1.0,1.0,80.0,80.0,152096
7445,7445,Argentina,Capital Federal,Villa Crespo,1.0,1.0,1.0,42.0,42.0,107322
7446,7446,Argentina,Capital Federal,Villa Urquiza,1.0,,1.0,33.0,30.0,110000
7447,7447,Argentina,Capital Federal,Villa Urquiza,1.0,,1.0,36.0,31.0,87300
7448,7448,Argentina,Capital Federal,,2.0,1.0,1.0,60.0,60.0,135000
7449,7449,Argentina,Capital Federal,Boca,2.0,1.0,1.0,49.0,47.0,72900
7450,7450,Argentina,Capital Federal,Flores,2.0,1.0,1.0,48.0,45.0,102000
7451,7451,Argentina,Capital Federal,Flores,2.0,1.0,1.0,48.0,39.0,79900
7452,7452,Argentina,Capital Federal,Nuñez,2.0,2.0,1.0,55.0,51.0,218000
7453,7453,Argentina,Capital Federal,Nuñez,2.0,1.0,1.0,42.0,36.0,130000
7454,7454,Argentina,Capital Federal,Caballito,1.0,,1.0,47.0,37.0,98000
7455,7455,Argentina,Capital Federal,Nuñez,2.0,1.0,1.0,32.0,32.0,119000
7456,7456,Argentina,Capital Federal,Recoleta,1.0,0.0,1.0,,,87731
7457,7457,Argentina,Capital Federal,Recoleta,1.0,1.0,1.0,39.0,39.0,135000
7458,7458,Argentina,Capital Federal,Palermo,,1.0,1.0,62.0,45.0,160000
7459,7459,Argentina,Capital Federal,Palermo,,1.0,1.0,32.0,26.0,95000
7460,7460,Argentina,Capital Federal,Saavedra,,,2.0,,,258000
7461,7461,Argentina,Capital Federal,Nuñez,1.0,,1.0,42.0,38.0,110000
7462,7462,Argentina,Capital Federal,Almagro,1.0,,1.0,34.0,31.0,86300
7463,7463,Argentina,Capital Federal,Palermo,1.0,1.0,1.0,35.0,35.0,94000
7464,7464,Argentina,Capital Federal,Palermo,1.0,,1.0,45.0,42.0,129000
7465,7465,Argentina,Capital Federal,Palermo,1.0,1.0,1.0,49.0,49.0,161700
7466,7466,Argentina,Capital Federal,Palermo,1.0,,1.0,35.0,30.0,134000
7467,7467,Argentina,Capital Federal,Palermo,1.0,1.0,1.0,53.0,53.0,150000
7468,7468,Argentina,Capital Federal,Palermo,1.0,,1.0,35.0,30.0,132000
7469,7469,Argentina,Capital Federal,Palermo,1.0,1.0,1.0,42.0,42.0,135000
7470,7470,Argentina,Capital Federal,Palermo,1.0,1.0,1.0,51.0,51.0,145000
7471,7471,Argentina,Capital Federal,Belgrano,1.0,,1.0,,33.0,87000
7472,7472,Argentina,Capital Federal,Villa Crespo,2.0,1.0,1.0,39.0,37.0,85000
7473,7473,Argentina,Capital Federal,Recoleta,1.0,,1.0,34.0,32.0,87500
7474,7474,Argentina,Capital Federal,Nuñez,2.0,1.0,1.0,44.0,41.0,129000
7475,7475,Argentina,Capital Federal,Belgrano,1.0,1.0,1.0,43.0,39.0,103060
7476,7476,Argentina,Capital Federal,Nuñez,2.0,1.0,1.0,45.0,44.0,145000
7477,7477,Argentina,Capital Federal,Belgrano,2.0,1.0,1.0,58.0,48.0,133813
7478,7478,Argentina,Capital Federal,Belgrano,2.0,1.0,1.0,40.0,37.0,130000
7479,7479,Argentina,Capital Federal,Belgrano,2.0,1.0,1.0,71.0,71.0,213000
7480,7480,Argentina,Capital Federal,Recoleta,2.0,1.0,1.0,47.0,47.0,125000
7481,7481,Argentina,Capital Federal,Recoleta,2.0,1.0,1.0,50.0,50.0,208000
7482,7482,Argentina,Capital Federal,Saavedra,2.0,1.0,1.0,46.0,43.0,169000
7483,7483,Argentina,Capital Federal,Belgrano,2.0,1.0,1.0,62.0,62.0,186000
7484,7484,Argentina,Capital Federal,Caballito,2.0,1.0,,,,155000
7485,7485,Argentina,Capital Federal,Colegiales,2.0,1.0,1.0,39.0,36.0,148000
7486,7486,Argentina,Capital Federal,Colegiales,2.0,2.0,1.0,52.0,47.0,195000
7487,7487,Argentina,Capital Federal,Colegiales,2.0,2.0,1.0,87.0,51.0,210000
7488,7488,Argentina,Capital Federal,Colegiales,2.0,1.0,2.0,55.0,50.0,155000
7489,7489,Argentina,Capital Federal,San Nicolás,2.0,1.0,1.0,,,85000
7490,7490,Argentina,Capital Federal,Villa Crespo,2.0,1.0,1.0,51.0,51.0,120256
7491,7491,Argentina,Capital Federal,Caballito,2.0,1.0,,,,124000
7492,7492,Argentina,Capital Federal,Belgrano,2.0,1.0,1.0,62.0,62.0,186000
7493,7493,Argentina,Capital Federal,Caballito,2.0,1.0,,,,138000
7494,7494,Argentina,Capital Federal,Belgrano,2.0,1.0,1.0,77.0,77.0,207900
7495,7495,Argentina,Capital Federal,Belgrano,2.0,1.0,1.0,55.0,43.0,179000
7496,7496,Argentina,Capital Federal,Nuñez,2.0,1.0,1.0,37.0,37.0,120000
7497,7497,Argentina,Capital Federal,Nuñez,2.0,2.0,1.0,55.0,51.0,190000
7498,7498,Argentina,Capital Federal,Almagro,2.0,1.0,1.0,31.0,31.0,70000
7499,7499,Argentina,Capital Federal,Palermo,2.0,1.0,1.0,39.0,33.0,137000
7500,7500,Argentina,Capital Federal,Palermo,2.0,1.0,1.0,59.0,59.0,180000
7501,7501,Argentina,Capital Federal,Palermo,2.0,1.0,1.0,60.0,60.0,225000
7502,7502,Argentina,Capital Federal,Palermo,2.0,1.0,1.0,62.0,52.0,170000
7503,7503,Argentina,Capital Federal,Palermo,2.0,1.0,1.0,35.0,34.0,89000
7504,7504,Argentina,Capital Federal,Palermo,2.0,1.0,1.0,78.0,47.0,135000
7505,7505,Argentina,Capital Federal,Palermo,2.0,1.0,1.0,47.0,45.0,255000
7506,7506,Argentina,Capital Federal,Palermo,2.0,1.0,1.0,55.0,50.0,148000
7507,7507,Argentina,Capital Federal,Palermo,2.0,1.0,1.0,30.0,30.0,89000
7508,7508,Argentina,Capital Federal,Barracas,2.0,1.0,1.0,61.0,55.0,108000
7509,7509,Argentina,Capital Federal,Belgrano,2.0,1.0,1.0,60.0,60.0,225000
7510,7510,Argentina,Capital Federal,Caballito,3.0,,2.0,,,380000
7511,7511,Argentina,Capital Federal,Villa Crespo,3.0,2.0,2.0,85.0,76.0,249000
7512,7512,Argentina,Capital Federal,Villa Devoto,3.0,2.0,2.0,,62.0,210000
7513,7513,Argentina,Capital Federal,Villa Crespo,3.0,2.0,2.0,91.0,81.0,256000
7514,7514,Argentina,Capital Federal,San Nicolás,3.0,2.0,1.0,69.0,69.0,135000
7515,7515,Argentina,Capital Federal,Barrio Norte,3.0,2.0,1.0,62.0,62.0,124000
7516,7516,Argentina,Capital Federal,Colegiales,3.0,2.0,1.0,71.0,62.0,192000
7517,7517,Argentina,Capital Federal,Mataderos,3.0,2.0,1.0,56.0,56.0,135000
7518,7518,Argentina,Capital Federal,Villa Crespo,3.0,2.0,2.0,91.0,81.0,261000
7519,7519,Argentina,Capital Federal,Caballito,3.0,2.0,1.0,75.0,70.0,170000
7520,7520,Argentina,Capital Federal,Palermo,3.0,4.0,3.0,87.0,84.0,348000
7521,7521,Argentina,Capital Federal,Congreso,3.0,2.0,1.0,,,122281
7522,7522,Argentina,Capital Federal,Belgrano,3.0,2.0,1.0,83.0,,230000
7523,7523,Argentina,Capital Federal,Belgrano,3.0,3.0,3.0,98.0,90.0,575000
7524,7524,Argentina,Capital Federal,Belgrano,3.0,3.0,2.0,65.0,57.0,195000
7525,7525,Argentina,Capital Federal,Belgrano,3.0,2.0,1.0,60.0,57.0,215000
7526,7526,Argentina,Capital Federal,Belgrano,3.0,1.0,1.0,60.0,60.0,153000
7527,7527,Argentina,Capital Federal,Flores,4.0,3.0,3.0,120.0,110.0,248000
7528,7528,Argentina,Capital Federal,Palermo,3.0,3.0,3.0,91.0,87.0,689000
7529,7529,Argentina,Capital Federal,Palermo,3.0,2.0,2.0,95.0,89.0,315000
7530,7530,Argentina,Capital Federal,Recoleta,3.0,2.0,1.0,63.0,56.0,160000
7531,7531,Argentina,Capital Federal,Flores,4.0,3.0,2.0,97.0,87.0,278000
7532,7532,Argentina,Capital Federal,Barracas,4.0,3.0,2.0,113.0,104.0,340000
7533,7533,Argentina,Capital Federal,Recoleta,6.0,3.0,2.0,194.0,155.0,503000
7534,7534,Argentina,Capital Federal,Almagro,4.0,3.0,3.0,158.0,139.0,242000
7535,7535,Argentina,Capital Federal,Palermo,3.0,2.0,2.0,95.0,89.0,315000
7536,7536,Argentina,Capital Federal,Almagro,4.0,3.0,1.0,82.0,76.0,169000
7537,7537,Argentina,Capital Federal,Coghlan,4.0,3.0,3.0,,133.0,560000
7538,7538,Argentina,Capital Federal,Palermo,4.0,3.0,2.0,,70.0,190000
7539,7539,Argentina,Capital Federal,Palermo,4.0,2.0,2.0,110.0,100.0,368000
7540,7540,Argentina,Capital Federal,Almagro,4.0,3.0,3.0,158.0,139.0,250000
7541,7541,Argentina,Capital Federal,Belgrano,4.0,3.0,3.0,152.0,141.0,499000
7542,7542,Argentina,Capital Federal,Belgrano,4.0,3.0,3.0,179.0,145.0,339000
7543,7543,Argentina,Capital Federal,Belgrano,4.0,3.0,2.0,160.0,144.0,607000
7544,7544,Argentina,Capital Federal,Belgrano,4.0,3.0,3.0,200.0,200.0,568000
7545,7545,Argentina,Capital Federal,Belgrano,4.0,4.0,3.0,205.0,205.0,540000
7546,7546,Argentina,Capital Federal,Belgrano,4.0,3.0,2.0,110.0,100.0,460000
7547,7547,Argentina,Capital Federal,Recoleta,4.0,3.0,1.0,,99.0,285000
7548,7548,Argentina,Capital Federal,Recoleta,4.0,3.0,2.0,,,220000
7549,7549,Argentina,Capital Federal,Balvanera,4.0,3.0,1.0,125.0,125.0,180000
7550,7550,Argentina,Capital Federal,Barrio Norte,4.0,3.0,3.0,109.0,102.0,380000
7551,7551,Argentina,Capital Federal,Puerto Madero,4.0,3.0,2.0,122.0,107.0,690000
7552,7552,Argentina,Capital Federal,Palermo,5.0,4.0,3.0,210.0,210.0,890000
7553,7553,Argentina,Capital Federal,Barrio Norte,5.0,5.0,2.0,125.0,125.0,298000
7554,7554,Argentina,Capital Federal,Palermo,6.0,6.0,3.0,254.0,234.0,890000
7555,7555,Argentina,Capital Federal,Nuñez,4.0,3.0,2.0,115.0,,330000
7556,7556,Argentina,Capital Federal,Coghlan,3.0,2.0,1.0,83.0,,230000
7557,7557,Argentina,Capital Federal,Belgrano,,3.0,2.0,165.0,105.0,469000
7558,7558,Argentina,Capital Federal,Almagro,3.0,2.0,1.0,82.0,76.0,169000
7559,7559,Argentina,Capital Federal,Colegiales,1.0,1.0,1.0,45.0,40.0,115000
7560,7560,Argentina,Capital Federal,Saavedra,1.0,,2.0,86.0,60.0,166000
7561,7561,Argentina,Capital Federal,Saavedra,1.0,1.0,1.0,,46.0,120000
7562,7562,Argentina,Capital Federal,Congreso,1.0,0.0,1.0,,,68238
7563,7563,Argentina,Capital Federal,Belgrano,1.0,,1.0,35.0,32.0,120000
7564,7564,Argentina,Capital Federal,Belgrano,1.0,,1.0,,,135000
7565,7565,Argentina,Capital Federal,Belgrano,1.0,,1.0,52.0,45.0,180000
7566,7566,Argentina,Capital Federal,Palermo,1.0,1.0,1.0,33.0,29.0,125000
7567,7567,Argentina,Capital Federal,Palermo,1.0,1.0,1.0,30.0,30.0,69900
7568,7568,Argentina,Capital Federal,Barrio Norte,1.0,1.0,1.0,,,55000
7569,7569,Argentina,Capital Federal,Palermo,1.0,,1.0,36.0,33.0,125000
7570,7570,Argentina,Capital Federal,Palermo,1.0,,1.0,41.0,36.0,170000
7571,7571,Argentina,Capital Federal,Almagro,1.0,,1.0,37.0,37.0,90000
7572,7572,Argentina,Capital Federal,Boedo,1.0,,1.0,30.0,30.0,59000
7573,7573,Argentina,Capital Federal,Velez Sarsfield,,2.0,,52.0,52.0,120000
7574,7574,Argentina,Capital Federal,Villa Ortuzar,,,,,,94000
7575,7575,Argentina,Capital Federal,Villa Crespo,,,,,,190000
7576,7576,Argentina,Capital Federal,,,,,,,83000
7577,7577,Argentina,Capital Federal,San Telmo,,,,,,102000
7578,7578,Argentina,Capital Federal,Belgrano,,4.0,1.0,133.0,130.0,249000
7579,7579,Argentina,Capital Federal,Palermo,1.0,,1.0,47.0,45.0,184000
7580,7580,Argentina,Capital Federal,Monserrat,,,,,,92000
7581,7581,Argentina,Capital Federal,Barrio Norte,1.0,1.0,1.0,30.0,30.0,69900
7582,7582,Argentina,Capital Federal,Barrio Norte,1.0,,1.0,27.0,27.0,80000
7583,7583,Argentina,Capital Federal,Almagro,3.0,2.0,1.0,57.0,55.0,145000
7584,7584,Argentina,Capital Federal,Nuñez,3.0,2.0,2.0,,70.0,275000
7585,7585,Argentina,Capital Federal,Nuñez,3.0,2.0,2.0,78.0,78.0,370000
7586,7586,Argentina,Capital Federal,Nuñez,3.0,2.0,1.0,68.0,53.0,170000
7587,7587,Argentina,Capital Federal,Nuñez,3.0,2.0,2.0,93.0,85.0,390000
7588,7588,Argentina,Capital Federal,Flores,3.0,2.0,1.0,,69.0,135000
7589,7589,Argentina,Capital Federal,Villa Crespo,2.0,2.0,2.0,174.0,74.0,330000
7590,7590,Argentina,Capital Federal,Villa Luro,2.0,,1.0,68.0,58.0,135000
7591,7591,Argentina,Capital Federal,Caballito,2.0,1.0,1.0,41.0,41.0,128000
7592,7592,Argentina,Capital Federal,Recoleta,2.0,1.0,1.0,40.0,,110000
7593,7593,Argentina,Capital Federal,Recoleta,2.0,1.0,1.0,33.0,33.0,128000
7594,7594,Argentina,Capital Federal,Belgrano,2.0,1.0,1.0,84.0,55.0,200000
7595,7595,Argentina,Capital Federal,Belgrano,2.0,,2.0,86.0,84.0,210000
7596,7596,Argentina,Capital Federal,Palermo,2.0,1.0,1.0,,41.0,128000
7597,7597,Argentina,Capital Federal,Almagro,2.0,1.0,1.0,47.0,40.0,112000
7598,7598,Argentina,Capital Federal,Almagro,2.0,1.0,1.0,108.0,59.0,178000
7599,7599,Argentina,Capital Federal,Almagro,2.0,1.0,1.0,38.0,38.0,69000
7600,7600,Argentina,Capital Federal,Abasto,2.0,1.0,1.0,63.0,55.0,120000
7601,7601,Argentina,Capital Federal,Boedo,2.0,1.0,1.0,,38.0,89000
7602,7602,Argentina,Capital Federal,Boedo,2.0,1.0,1.0,126.0,39.0,178000
7603,7603,Argentina,Capital Federal,Villa Ortuzar,1.0,1.0,1.0,45.0,40.0,115000
7604,7604,Argentina,Capital Federal,Almagro,3.0,2.0,1.0,68.0,65.0,170000
7605,7605,Argentina,Capital Federal,Flores,,2.0,1.0,68.0,65.0,165000
7606,7606,Argentina,Capital Federal,Floresta,,,,,,44000
7607,7607,Argentina,Capital Federal,Almagro,3.0,2.0,1.0,49.0,42.0,149000
7608,7608,Argentina,Capital Federal,Almagro,3.0,2.0,1.0,69.0,,175000
7609,7609,Argentina,Capital Federal,Flores,4.0,3.0,2.0,77.0,73.0,110000
7610,7610,Argentina,Capital Federal,Palermo,4.0,3.0,2.0,100.0,90.0,390000
7611,7611,Argentina,Capital Federal,Palermo,4.0,3.0,2.0,,128.0,415000
7612,7612,Argentina,Capital Federal,San Nicolás,3.0,2.0,1.0,47.0,,98000
7613,7613,Argentina,Capital Federal,Palermo,4.0,3.0,2.0,96.0,,360000
7614,7614,Argentina,Capital Federal,Palermo,4.0,3.0,2.0,,76.0,160000
7615,7615,Argentina,Capital Federal,Belgrano,4.0,3.0,2.0,145.0,145.0,495000
7616,7616,Argentina,Capital Federal,Caballito,4.0,3.0,2.0,109.0,104.0,460000
7617,7617,Argentina,Capital Federal,Barrio Norte,4.0,3.0,2.0,91.0,82.0,243000
7618,7618,Argentina,Capital Federal,Villa Crespo,4.0,3.0,2.0,100.0,95.0,229000
7619,7619,Argentina,Capital Federal,Barrio Norte,3.0,2.0,3.0,104.0,95.0,240000
7620,7620,Argentina,Capital Federal,Palermo,4.0,3.0,3.0,217.0,217.0,1050000
7621,7621,Argentina,Capital Federal,Palermo,3.0,1.0,1.0,86.0,,600000
7622,7622,Argentina,Capital Federal,Belgrano,4.0,3.0,3.0,125.0,115.0,320000
7623,7623,Argentina,Capital Federal,Barrio Norte,4.0,4.0,3.0,179.0,172.0,610000
7624,7624,Argentina,Capital Federal,Retiro,6.0,5.0,3.0,230.0,204.0,530000
7625,7625,Argentina,Capital Federal,Parque Chacabuco,6.0,5.0,3.0,200.0,180.0,295000
7626,7626,Argentina,Capital Federal,Nuñez,4.0,3.0,6.0,200.0,200.0,750000
7627,7627,Argentina,Capital Federal,Palermo,4.0,3.0,6.0,200.0,200.0,750000
7628,7628,Argentina,Capital Federal,Nuñez,5.0,4.0,6.0,200.0,200.0,750000
7629,7629,Argentina,Capital Federal,Palermo,5.0,4.0,6.0,200.0,200.0,750000
7630,7630,Argentina,Capital Federal,Nuñez,3.0,2.0,1.0,62.0,62.0,180000
7631,7631,Argentina,Capital Federal,Flores,3.0,2.0,1.0,70.0,55.0,164500
7632,7632,Argentina,Capital Federal,Boca,3.0,2.0,1.0,54.0,51.0,80000
7633,7633,Argentina,Capital Federal,Villa Urquiza,2.0,1.0,1.0,78.0,,169000
7634,7634,Argentina,Capital Federal,Villa Urquiza,2.0,1.0,1.0,41.0,39.0,110000
7635,7635,Argentina,Capital Federal,Villa Ortuzar,2.0,1.0,1.0,,54.0,139000
7636,7636,Argentina,Capital Federal,Colegiales,4.0,3.0,3.0,118.0,110.0,245000
7637,7637,Argentina,Capital Federal,Puerto Madero,2.0,1.0,1.0,82.0,75.0,980000
7638,7638,Argentina,Capital Federal,Palermo,3.0,2.0,1.0,61.0,58.0,240000
7639,7639,Argentina,Capital Federal,Flores,4.0,3.0,2.0,98.0,86.0,180000
7640,7640,Argentina,Capital Federal,Barrio Norte,3.0,2.0,1.0,45.0,45.0,115000
7641,7641,Argentina,Capital Federal,Barrio Norte,3.0,2.0,1.0,,84.0,355000
7642,7642,Argentina,Capital Federal,Colegiales,3.0,2.0,1.0,49.0,48.0,115000
7643,7643,Argentina,Capital Federal,Caballito,3.0,2.0,1.0,65.0,62.0,139000
7644,7644,Argentina,Capital Federal,Caballito,3.0,2.0,1.0,61.0,,155000
7645,7645,Argentina,Capital Federal,Caballito,3.0,2.0,1.0,52.0,50.0,125000
7646,7646,Argentina,Capital Federal,Balvanera,3.0,2.0,1.0,55.0,52.0,95000
7647,7647,Argentina,Capital Federal,Recoleta,3.0,2.0,1.0,52.0,48.0,160000
7648,7648,Argentina,Capital Federal,Floresta,3.0,2.0,1.0,,65.0,200000
7649,7649,Argentina,Capital Federal,Belgrano,3.0,2.0,1.0,72.0,63.0,174000
7650,7650,Argentina,Capital Federal,Belgrano,3.0,2.0,1.0,77.0,65.0,220000
7651,7651,Argentina,Capital Federal,Barracas,3.0,2.0,1.0,96.0,59.0,139000
7652,7652,Argentina,Capital Federal,Palermo,3.0,2.0,1.0,95.0,85.0,195000
7653,7653,Argentina,Capital Federal,Flores,4.0,3.0,2.0,167.0,154.0,300000
7654,7654,Argentina,Capital Federal,Retiro,4.0,3.0,1.0,70.0,62.0,180000
7655,7655,Argentina,Capital Federal,Coghlan,2.0,1.0,2.0,71.0,58.0,178000
7656,7656,Argentina,Capital Federal,Saavedra,2.0,1.0,2.0,71.0,58.0,178000
7657,7657,Argentina,Capital Federal,,3.0,2.0,2.0,107.0,76.0,270000
7658,7658,Argentina,Capital Federal,Palermo,3.0,2.0,2.0,185.0,145.0,900000
7659,7659,Argentina,Capital Federal,Palermo,3.0,2.0,2.0,74.0,71.0,188000
7660,7660,Argentina,Capital Federal,Palermo,3.0,3.0,2.0,81.0,65.0,280000
7661,7661,Argentina,Capital Federal,Belgrano,3.0,2.0,2.0,71.0,62.0,220000
7662,7662,Argentina,Capital Federal,Belgrano,3.0,2.0,2.0,77.0,,260000
7663,7663,Argentina,Capital Federal,Belgrano,3.0,2.0,2.0,120.0,120.0,535000
7664,7664,Argentina,Capital Federal,Saavedra,3.0,2.0,2.0,67.0,58.0,160000
7665,7665,Argentina,Capital Federal,Villa Crespo,3.0,2.0,2.0,,94.0,214000
7666,7666,Argentina,Capital Federal,Villa Crespo,3.0,2.0,2.0,,80.0,199900
7667,7667,Argentina,Capital Federal,Puerto Madero,3.0,2.0,2.0,161.0,149.0,1300000
7668,7668,Argentina,Capital Federal,Villa Crespo,4.0,3.0,1.0,81.0,81.0,190000
7669,7669,Argentina,Capital Federal,San Nicolás,2.0,1.0,1.0,35.0,35.0,69000
7670,7670,Argentina,Capital Federal,Villa General Mitre,3.0,2.0,1.0,50.0,50.0,92000
7671,7671,Argentina,Capital Federal,Barrio Norte,2.0,1.0,1.0,,54.0,169000
7672,7672,Argentina,Capital Federal,Palermo,1.0,,1.0,36.0,33.0,121500
7673,7673,Argentina,Capital Federal,Palermo,1.0,,1.0,35.0,32.0,121500
